day,year,mo,da,collision_date,NUM_COLLISIONS,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
1,2021,03,15,2021-03-15,253,22.1,6.4,1022.0,9.5,18.2,53,999.9,27.0,18.0,0.0,999.9,1,0,0,0,1000,1000
1,2021,03,29,2021-03-29,240,47.9,35.9,1010.9,9.3,17.6,53,999.9,52.0,43.0,0.0,999.9,1,1,0,0,0,0
7,2021,03,28,2021-03-28,198,48.1,47.7,1016.4,5.6,18.4,53,999.9,52.0,43.0,0.0,999.9,1,1,0,0,0,0
6,2021,03,13,2021-03-13,252,39.1,23.1,1018.6,10.0,15.2,53,999.9,45.0,34.0,0.0,999.9,0,0,0,0,0,0
7,2021,03,14,2021-03-14,244,39.8,25.1,1012.2,9.5,13.9,53,999.9,46.0,32.0,0.0,999.9,1,0,0,0,1000,1000
5,2019,03,01,2019-03-01,711,26.7,18.2,1026.9,10.0,4.0,7.0,999.9,35.1,16.0,0.0,999.9,0,0,0,0,0,0
7,2016,03,06,2016-03-06,500,33.2,18.7,1024.3,10.0,3.1,8.0,999.9,41.0,23.0,0.0,999.9,0,0,0,0,0,0
3,2019,03,20,2019-03-20,584,36.9,27.1,1029.5,10.0,6.7,8.9,999.9,44.1,24.1,0.0,999.9,0,0,0,0,0,0
7,2015,03,01,2015-03-01,693,23.1,14.2,1037.5,9.1,5.1,8.9,999.9,30.9,10.0,0.0,999.9,0,0,1,0,0,0
2,2014,03,25,2014-03-25,474,26.5,10.5,1019.8,10.0,4.1,8.9,999.9,35.1,15.1,0.0,999.9,0,0,0,0,0,0
6,2020,03,28,2020-03-28,183,42.3,33.0,1020.4,9.9,5.8,9.9,999.9,59.0,30.0,0.0,999.9,1,0,0,0,0,10000
4,2018,03,29,2018-03-29,613,41.6,40.3,1017.6,8.1,6.5,9.9,999.9,48.9,35.1,0.0,999.9,0,0,0,0,0,0
5,2018,03,23,2018-03-23,732,37.5,31.9,1012.6,10.0,7.0,9.9,999.9,45.0,30.0,0.07,999.9,0,0,0,0,0,0
7,2016,03,27,2016-03-27,459,40.0,32.8,1028.8,9.8,5.4,9.9,999.9,46.9,37.0,0.0,999.9,0,0,0,0,0,0
4,2019,03,14,2019-03-14,611,39.0,33.6,1026.2,10.0,7.2,11.1,999.9,46.0,28.0,0.0,999.9,0,0,0,0,0,0
3,2019,03,13,2019-03-13,562,34.5,22.8,1026.0,10.0,6.7,11.1,999.9,44.1,26.1,0.0,999.9,0,0,0,0,0,0
7,2013,03,03,2013-03-03,502,37.4,29.3,1002.6,10.0,7.1,11.1,999.9,39.9,36.0,0.0,999.9,0,0,0,0,0,0
2,2015,03,24,2015-03-24,601,31.4,16.3,1024.7,10.0,6.7,11.1,999.9,37.9,21.0,0.0,999.9,0,0,0,0,0,0
5,2022,03,11,2022-03-11,329,39.8,34.6,1019.7,9.6,5.2,11.1,999.9,46.9,30.0,0.0,999.9,0,0,0,0,0,0
3,2015,03,25,2015-03-25,538,33.6,24.1,1028.8,9.9,6.7,11.1,999.9,44.1,24.1,0.0,999.9,0,0,0,0,0,0
6,2014,03,01,2014-03-01,497,24.1,12.5,1029.1,10.0,5.2,11.1,999.9,35.1,12.0,0.0,999.9,0,0,0,0,0,0
2,2017,03,21,2017-03-21,636,39.9,26.4,1011.2,10.0,7.9,11.1,999.9,50.0,34.0,0.0,999.9,0,0,0,0,0,0
1,2013,03,11,2013-03-11,522,39.9,34.7,1026.1,10.0,6.5,11.1,999.9,45.0,36.0,0.0,999.9,0,0,0,0,0,0
3,2020,03,18,2020-03-18,298,43.9,34.2,1028.4,10.0,8.3,11.1,999.9,52.0,36.0,0.49,999.9,0,0,0,0,0,0
2,2018,03,20,2018-03-20,597,32.5,17.5,1013.5,10.0,9.1,12.0,999.9,37.0,26.1,0.0,999.9,0,0,0,0,0,0
2,2014,03,11,2014-03-11,510,41.3,34.1,1002.9,8.3,9.0,12.0,18.1,48.9,32.0,0.0,999.9,0,0,0,0,0,0
2,2017,03,28,2017-03-28,592,40.7,38.5,1015.5,5.0,8.7,12.0,17.1,48.0,37.0,0.01,999.9,1,1,0,0,0,0
6,2019,03,09,2019-03-09,523,35.1,22.7,1025.1,10.0,7.4,12.0,999.9,44.1,19.9,0.0,999.9,0,0,0,0,0,0
2,2014,03,04,2014-03-04,532,24.8,12.2,1025.5,10.0,8.3,12.0,999.9,30.0,21.0,0.0,999.9,0,0,0,0,0,0
2,2016,03,08,2016-03-08,632,44.4,36.5,1019.8,8.8,8.5,13.0,999.9,51.1,26.1,0.0,999.9,0,0,0,0,0,0
6,2017,03,18,2017-03-18,504,34.7,23.9,1024.0,10.0,7.5,13.0,19.0,43.0,21.9,0.0,999.9,0,0,0,0,0,0
6,2013,03,30,2013-03-30,513,44.5,35.1,1017.4,10.0,7.0,13.0,17.1,52.0,37.9,0.02,999.9,0,0,0,0,0,0
7,2013,03,31,2013-03-31,426,43.0,38.1,1019.2,10.0,7.1,13.0,999.9,48.9,33.1,0.0,999.9,0,0,0,0,0,0
5,2015,03,20,2015-03-20,570,30.3,13.2,1027.2,9.0,6.3,13.0,15.9,35.1,21.9,0.0,999.9,0,0,1,0,0,0
6,2015,03,21,2015-03-21,507,34.2,31.0,1016.6,7.0,8.5,13.0,999.9,41.0,21.9,0.02,999.9,0,1,1,0,0,0
2,2015,03,10,2015-03-10,584,36.5,30.3,1025.5,9.9,6.0,13.0,999.9,44.1,24.1,0.0,999.9,0,1,0,0,0,0
5,2014,03,07,2014-03-07,533,29.4,20.9,1027.4,10.0,8.4,14.0,19.0,37.9,19.0,0.0,999.9,0,0,0,0,0,0
7,2013,03,17,2013-03-17,426,34.8,21.5,1014.7,9.9,7.5,14.0,20.0,39.9,28.0,0.0,999.9,0,0,1,0,0,0
3,2018,03,28,2018-03-28,629,40.4,32.9,1018.5,10.0,10.1,14.0,999.9,48.0,30.9,0.0,999.9,0,0,0,0,0,0
5,2013,03,29,2013-03-29,520,45.2,34.3,1016.4,10.0,8.9,14.0,20.0,54.0,39.0,0.02,999.9,0,0,0,0,0,0
1,2015,03,30,2015-03-30,556,36.8,28.3,1014.8,9.8,11.0,14.0,20.0,44.1,27.0,0.0,999.9,0,1,0,0,0,0
4,2019,03,28,2019-03-28,644,36.3,27.9,1031.6,10.0,9.1,14.0,999.9,45.0,26.1,0.0,999.9,0,0,0,0,0,0
6,2016,03,12,2016-03-12,625,41.2,35.4,1024.0,8.8,6.6,14.0,999.9,55.0,30.9,0.02,999.9,0,1,1,0,0,0
6,2013,03,02,2013-03-02,474,38.2,29.1,1004.0,10.0,9.4,14.0,15.0,42.1,36.0,0.0,999.9,0,0,0,0,0,0
3,2016,03,09,2016-03-09,660,46.4,41.8,1020.9,8.0,9.4,14.0,999.9,55.0,37.9,0.0,999.9,0,0,0,0,0,0
4,2018,03,01,2018-03-01,619,46.7,41.0,1011.2,10.0,8.5,14.0,999.9,60.1,39.0,0.0,999.9,0,0,0,0,0,0
7,2014,03,02,2014-03-02,344,35.1,28.8,1018.5,9.1,6.8,15.0,21.0,39.9,30.9,0.0,999.9,0,1,1,0,0,0
7,2013,03,24,2013-03-24,451,39.1,23.3,1008.5,10.0,10.4,15.0,22.0,45.0,34.0,0.0,999.9,0,0,0,0,0,0
7,2014,03,09,2014-03-09,404,35.2,21.7,1011.2,10.0,8.9,15.0,22.0,37.9,30.0,0.0,999.9,0,0,0,0,0,0
6,2016,03,19,2016-03-19,540,40.0,21.4,1016.0,10.0,10.0,15.0,20.0,54.0,35.1,0.0,999.9,0,0,0,0,0,0
3,2014,03,19,2014-03-19,525,35.0,23.6,1025.6,10.0,9.7,15.0,20.0,42.1,28.9,0.0,999.9,0,0,0,0,0,0
7,2014,03,23,2014-03-23,427,38.9,25.3,1013.9,10.0,9.5,15.0,21.0,43.0,33.1,0.0,999.9,0,0,0,0,0,0
2,2014,03,18,2014-03-18,551,27.7,14.7,1023.7,10.0,8.7,15.0,20.0,37.0,18.0,0.0,999.9,0,0,0,0,0,0
1,2014,03,10,2014-03-10,513,33.5,24.0,1010.7,8.9,6.1,15.0,999.9,39.2,28.0,0.0,999.9,0,0,1,0,0,0
1,2019,03,18,2019-03-18,575,34.5,15.3,1023.1,10.0,10.8,15.0,21.0,41.0,27.0,0.0,999.9,0,0,0,0,0,0
4,2016,03,17,2016-03-17,612,45.4,42.5,1008.2,5.9,8.5,15.0,999.9,48.9,42.8,0.01,999.9,0,1,0,0,0,0
6,2018,03,24,2018-03-24,550,36.3,30.8,1015.4,10.0,6.8,15.0,999.9,46.0,26.1,0.0,999.9,0,0,0,0,0,0
3,2013,03,27,2013-03-27,441,41.7,30.3,1008.3,10.0,9.4,15.9,22.9,50.0,34.0,0.01,999.9,0,0,0,0,0,0
4,2016,03,10,2016-03-10,629,49.6,43.8,1014.8,7.6,10.9,15.9,999.9,62.1,41.0,0.0,999.9,0,0,0,0,0,0
1,2017,03,27,2017-03-27,629,42.0,38.3,1023.6,6.4,12.3,15.9,21.0,46.9,28.0,0.03,999.9,1,1,0,0,0,0
6,2019,03,30,2019-03-30,516,46.1,42.4,1020.5,9.4,7.7,15.9,999.9,54.0,36.0,0.0,999.9,0,0,0,0,0,0
4,2016,03,24,2016-03-24,635,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54.0,42.1,0.0,999.9,0,0,0,0,0,0
1,2013,03,18,2013-03-18,623,32.1,15.5,1027.6,10.0,9.0,15.9,20.0,37.0,26.1,0.0,999.9,0,0,0,0,0,0
5,2019,03,29,2019-03-29,563,44.4,40.2,1022.1,10.0,11.7,15.9,999.9,51.1,28.0,0.0,999.9,0,0,0,0,0,0
6,2022,03,05,2022-03-05,259,34.5,16.0,1032.1,10.0,9.6,15.9,20.0,41.0,21.9,0.0,999.9,0,0,0,0,0,0
1,2017,03,13,2017-03-13,792,21.9,6.4,1028.8,10.0,10.9,15.9,25.1,27.0,15.1,0.0,999.9,0,0,0,0,0,0
4,2015,03,05,2015-03-05,830,32.7,30.2,1014.8,1.6,10.0,15.9,25.1,41.0,24.1,0.31,999.9,1,1,1,0,0,0
5,2017,03,03,2017-03-03,745,33.2,8.8,1018.3,10.0,11.8,15.9,25.1,51.1,28.0,0.0,999.9,0,0,0,0,0,0
1,2017,03,06,2017-03-06,618,28.9,11.2,1031.6,10.0,9.9,15.9,17.1,36.0,12.0,0.0,999.9,0,0,0,0,0,0
6,2014,03,15,2014-03-15,519,41.3,34.3,1011.5,8.8,12.0,15.9,18.1,45.0,36.0,0.0,999.9,0,1,0,0,0,0
7,2016,03,13,2016-03-13,435,50.1,35.2,1015.2,10.0,11.8,15.9,22.9,57.9,30.9,0.0,999.9,0,0,0,0,0,0
5,2017,03,31,2017-03-31,753,37.6,30.7,1020.9,9.2,6.2,15.9,21.0,45.0,30.9,0.0,999.9,0,1,0,0,0,0
2,2022,03,15,2022-03-15,295,45.2,40.2,1025.0,10.0,9.7,15.9,999.9,53.1,34.0,0.0,999.9,0,0,0,0,0,0
2,2015,03,03,2015-03-03,631,27.0,10.3,1026.1,10.0,10.8,15.9,21.0,36.0,23.0,0.12,999.9,0,0,0,0,0,0
6,2014,03,08,2014-03-08,515,40.3,33.2,1009.0,8.9,11.0,15.9,21.0,48.0,35.6,0.0,999.9,1,1,0,0,0,0
7,2019,03,03,2019-03-03,503,34.5,29.2,1018.5,10.0,5.7,15.9,999.9,42.1,26.1,0.73,999.9,0,0,0,0,0,0
7,2018,03,11,2018-03-11,465,36.3,24.8,1014.2,10.0,11.4,15.9,22.0,43.0,30.9,0.0,999.9,0,0,0,0,0,0
2,2019,03,19,2019-03-19,565,35.2,22.6,1027.5,10.0,8.2,15.9,21.0,43.0,25.0,0.0,999.9,0,0,0,0,0,0
6,2014,03,29,2014-03-29,569,44.9,42.2,1021.6,4.5,10.2,17.1,22.9,51.1,41.0,0.02,999.9,0,1,0,0,0,0
2,2013,03,12,2013-03-12,547,46.0,43.9,1018.9,7.5,13.1,17.1,26.0,50.0,41.0,0.0,999.9,0,1,0,0,0,0
4,2016,03,31,2016-03-31,652,51.0,44.6,1019.5,8.7,13.1,17.1,999.9,59.0,37.9,0.0,999.9,0,0,0,0,0,0
7,2015,03,08,2015-03-08,464,33.8,28.0,1016.9,9.2,8.0,17.1,27.0,39.0,14.0,0.0,999.9,0,0,0,0,0,0
7,2014,03,16,2014-03-16,412,35.3,16.8,1016.5,10.0,10.7,17.1,24.1,41.0,33.1,0.0,999.9,0,0,0,0,0,0
2,2022,03,29,2022-03-29,271,30.5,9.0,1013.7,10.0,13.8,17.1,25.1,41.0,21.9,0.0,999.9,0,0,0,0,0,0
5,2017,03,24,2017-03-24,654,35.3,21.9,1030.6,9.9,9.6,17.1,22.0,43.0,19.9,0.0,999.9,0,0,0,0,0,0
5,2018,03,30,2018-03-30,580,46.8,46.8,1008.8,2.1,11.5,17.1,999.9,48.9,35.1,0.0,999.9,1,1,0,0,0,0
6,2022,03,19,2022-03-19,286,48.9,47.8,1015.4,0.7,10.6,17.1,24.1,55.9,43.0,0.0,999.9,1,1,0,0,0,0
2,2020,03,10,2020-03-10,450,46.3,41.4,1020.4,7.5,13.8,17.1,22.9,52.0,41.0,0.0,999.9,0,0,0,0,0,0
5,2017,03,17,2017-03-17,756,33.0,13.4,1018.6,10.0,10.9,17.1,22.0,39.0,23.0,0.0,999.9,0,0,0,0,0,0
1,2019,03,25,2019-03-25,526,42.5,32.5,1016.8,9.8,11.0,17.1,999.9,48.0,32.0,0.0,999.9,0,0,0,0,0,0
1,2013,03,04,2013-03-04,597,37.0,26.4,1002.1,10.0,11.5,17.1,25.1,43.0,32.0,0.0,999.9,0,0,0,0,0,0
2,2016,03,01,2016-03-01,662,43.2,29.0,1016.6,9.3,12.1,17.1,22.9,54.0,39.0,0.0,999.9,0,1,0,0,0,0
5,2019,03,08,2019-03-08,652,27.2,10.7,1027.8,10.0,10.9,17.1,20.0,35.1,15.1,0.0,999.9,0,0,0,0,0,0
2,2019,03,05,2019-03-05,639,28.2,11.9,1014.9,10.0,12.4,17.1,25.1,41.0,21.9,1.1,999.9,0,0,0,0,0,0
6,2018,03,31,2018-03-31,589,43.6,33.1,1019.1,9.6,12.6,17.1,22.9,48.9,39.0,0.08,999.9,0,1,0,0,0,0
2,2019,03,12,2019-03-12,586,38.6,22.9,1016.8,10.0,11.8,17.1,22.9,46.9,30.9,0.0,999.9,0,0,0,0,0,0
7,2017,03,26,2017-03-26,456,37.0,30.0,1031.4,9.5,9.8,17.1,26.0,50.0,28.0,0.0,999.9,0,0,0,0,0,0
4,2015,03,26,2015-03-26,525,42.6,39.7,1016.9,4.2,12.8,18.1,27.0,46.9,27.0,0.02,999.9,1,1,0,0,0,0
3,2022,03,02,2022-03-02,245,44.1,34.3,1013.4,9.4,11.1,18.1,26.0,46.0,39.9,0.07,999.9,1,0,0,0,0,10000
5,2016,03,11,2016-03-11,672,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,999.9,1,1,0,0,0,0
1,2016,03,07,2016-03-07,571,36.8,26.1,1023.5,9.9,9.0,18.1,999.9,46.0,23.0,0.0,999.9,0,0,0,0,0,0
4,2020,03,05,2020-03-05,529,43.5,30.3,1014.4,10.0,12.3,18.1,24.1,51.1,39.0,0.03,999.9,0,0,0,0,0,0
3,2022,03,23,2022-03-23,271,41.0,24.3,1023.4,10.0,9.2,18.1,25.1,54.0,35.1,0.0,999.9,0,0,0,0,0,0
3,2020,03,11,2020-03-11,473,47.2,39.3,1016.5,8.7,11.7,18.1,25.1,52.0,39.0,0.0,999.9,0,0,0,0,0,0
2,2019,03,26,2019-03-26,610,36.9,20.9,1021.3,10.0,10.8,18.1,25.1,48.0,28.9,0.0,999.9,0,0,0,0,0,0
4,2013,03,14,2013-03-14,557,37.0,25.3,1007.7,9.7,10.4,18.1,26.0,44.1,30.0,0.49,999.9,0,0,1,0,0,0
4,2017,03,30,2017-03-30,639,40.0,25.9,1020.7,10.0,12.8,18.1,24.1,46.0,34.0,0.15,999.9,0,0,0,0,0,0
2,2022,03,22,2022-03-22,290,46.2,24.9,1016.1,10.0,12.7,18.1,26.0,54.0,41.0,0.0,999.9,0,0,0,0,0,0
7,2020,03,01,2020-03-01,423,28.7,11.6,1015.4,10.0,13,18.1,24.1,39.0,21.9,0.0,999.9,0,0,0,0,0,0
6,2017,03,25,2017-03-25,571,42.9,36.8,1021.3,8.2,13.1,18.1,22.9,48.0,37.4,0.0,999.9,0,0,0,0,0,0
3,2016,03,23,2016-03-23,621,48.6,40.2,1015.8,8.5,13.5,18.1,25.1,53.1,43.0,0.0,999.9,0,0,0,0,0,0
5,2020,03,27,2020-03-27,195,47.6,36.5,1009.0,9.7,11.3,18.1,999.9,59.0,35.1,0.02,999.9,0,0,0,0,0,0
7,2020,03,22,2020-03-22,139,33.7,19.6,1035.3,10.0,11.5,18.1,24.1,37.9,27.0,0.0,999.9,0,0,0,0,0,0
3,2019,03,27,2019-03-27,562,34.4,16.2,1030.9,10.0,10.7,18.1,25.1,43.0,28.0,0.0,999.9,0,0,0,0,0,0
1,2016,03,28,2016-03-28,658,45.1,41.4,1008.2,5.9,11.8,18.1,26.0,55.0,37.0,0.02,999.9,1,1,0,0,0,0
2,2017,03,07,2017-03-07,637,36.7,27.5,1030.1,9.2,10.7,18.1,25.1,45.0,24.1,0.0,999.9,0,1,0,0,0,0
7,2018,03,18,2018-03-18,526,27.2,7.9,1009.5,10.0,12.2,18.1,26.0,39.9,21.0,0.0,999.9,0,0,0,0,0,0
1,2020,03,09,2020-03-09,546,44.7,38.2,1026.4,9.2,14.5,18.1,999.9,50.0,30.0,0.0,999.9,0,0,0,0,0,0
3,2020,03,25,2020-03-25,168,41.0,34.3,1020.2,9.9,9.2,18.1,22.9,48.0,36.0,0.03,999.9,1,0,0,0,0,10000
7,2022,03,20,2022-03-20,258,51.8,48.1,1005.4,4.4,9.8,18.1,25.1,61.0,44.1,0.14,999.9,1,0,0,0,0,0
2,2020,03,17,2020-03-17,374,40.0,34.9,1028.6,7.1,13,18.1,24.1,52.0,30.0,0.05,999.9,1,1,1,0,0,0
3,2019,03,06,2019-03-06,589,25.4,6.0,1014.7,10.0,13.5,18.1,27.0,30.0,21.9,0.0,999.9,0,0,0,0,0,0
7,2015,03,29,2015-03-29,505,34.9,23.9,1019.2,9.5,10.6,18.1,22.9,39.9,28.9,0.19,999.9,0,0,1,0,0,0
3,2014,03,12,2014-03-12,515,43.4,37.1,1002.2,7.2,9.6,18.1,29.9,51.8,35.1,0.0,999.9,1,1,0,0,1,0
7,2019,03,31,2019-03-31,450,49.2,46.0,1011.3,8.6,14.7,18.1,26.0,55.9,36.0,0.0,999.9,0,1,0,0,0,0
5,2019,03,15,2019-03-15,673,45.3,42.3,1017.4,7.3,15.3,19.0,25.1,51.1,33.1,0.0,999.9,1,1,0,0,0,0
6,2013,03,16,2013-03-16,521,37.1,22.0,1008.1,10.0,10.2,19.0,25.1,41.0,34.0,0.0,999.9,0,0,0,0,0,0
3,2015,03,11,2015-03-11,565,42.1,38.5,1012.8,5.0,12.3,19.0,25.1,48.0,28.0,0.55,999.9,1,1,0,0,0,0
7,2019,03,17,2019-03-17,419,36.3,17.7,1018.6,10.0,13.2,19.0,25.1,50.0,30.9,0.0,999.9,0,0,0,0,0,0
7,2013,03,10,2013-03-10,415,39.0,31.7,1026.9,10.0,11.9,19.0,25.1,43.0,36.0,0.0,999.9,0,0,0,0,0,0
5,2015,03,06,2015-03-06,939,22.7,12.6,1028.3,8.3,11.7,19.0,26.0,37.0,16.0,0.01,999.9,0,0,1,0,0,0
5,2018,03,16,2018-03-16,753,36.1,21.4,1000.1,10.0,13.5,19.0,27.0,39.9,33.1,0.0,999.9,0,0,0,0,0,0
4,2016,03,03,2016-03-03,625,29.9,11.8,1019.2,10.0,12.2,19.0,28.9,36.0,25.0,0.14,999.9,0,0,0,0,0,0
3,2013,03,13,2013-03-13,636,46.3,41.1,1007.6,7.1,13.1,19.0,26.0,50.0,41.0,0.54,999.9,0,1,0,0,0,0
1,2014,03,17,2014-03-17,519,28.5,12.1,1018.8,10.0,14.2,19.0,25.1,39.0,24.1,0.0,999.9,0,0,0,0,0,0
7,2016,03,20,2016-03-20,479,37.2,22.6,1019.8,10.0,11.3,19.0,22.9,43.0,32.0,0.0,999.9,0,0,0,0,0,0
1,2019,03,11,2019-03-11,645,41.7,38.1,1014.1,6.0,11.1,19.0,25.1,46.9,32.0,0.46,999.9,1,1,0,0,0,0
5,2016,03,25,2016-03-25,546,50.8,48.5,1011.0,2.7,10.8,19.0,25.1,55.9,42.1,0.0,999.9,1,1,0,0,1,0
4,2019,03,07,2019-03-07,556,22.1,1.6,1022.9,10.0,12.5,19.0,24.1,28.0,15.1,0.0,999.9,0,0,0,0,0,0
5,2013,03,22,2013-03-22,604,34.3,27.6,1003.8,6.8,13.6,19.0,26.0,39.0,30.0,0.23,999.9,0,1,1,0,0,0
1,2018,03,19,2018-03-19,686,30.5,6.6,1011.7,10.0,12.2,20.0,26.0,37.0,21.0,0.0,999.9,0,0,0,0,0,0
5,2013,03,01,2013-03-01,603,39.3,34.2,1000.8,9.4,10.6,20.0,24.1,43.0,37.0,0.08,999.9,0,1,0,0,0,0
5,2015,03,27,2015-03-27,532,42.4,40.0,1004.3,5.1,13.1,20.0,31.1,48.9,37.9,0.44,999.9,1,1,0,0,1,0
1,2013,03,25,2013-03-25,498,38.1,29.8,1003.3,10.0,9.7,20.0,28.0,46.9,32.0,0.0,999.9,0,1,1,0,0,0
1,2015,03,09,2015-03-09,661,35.6,26.1,1020.1,9.6,9.5,20.0,25.1,44.1,24.1,0.0,999.9,0,0,0,0,0,0
6,2015,03,28,2015-03-28,459,37.4,34.5,1005.4,7.8,12.7,20.0,28.0,39.0,33.8,0.24,999.9,0,1,1,0,0,0
5,2015,03,13,2015-03-13,609,31.1,11.6,1034.5,10.0,12.3,20.0,26.0,41.0,26.1,0.0,999.9,0,0,0,0,0,0
5,2016,03,18,2016-03-18,644,47.0,37.0,1006.7,9.9,12.3,20.0,29.9,54.0,39.0,0.0,999.9,0,0,0,0,0,0
5,2014,03,14,2014-03-14,585,25.4,9.0,1018.4,10.0,15.1,20.0,28.9,35.1,19.0,0.03,999.9,0,0,0,0,0,0
7,2014,03,30,2014-03-30,437,46.3,44.7,1001.5,1.7,13.8,20.0,28.0,55.4,39.9,1.22,999.9,1,1,0,0,0,0
2,2015,03,31,2015-03-31,628,39.4,31.2,1008.0,9.8,13.6,20.0,26.0,46.0,33.1,0.0,999.9,0,0,0,0,0,0
1,2018,03,12,2018-03-12,679,36.7,30.7,1016.1,10.0,9.0,20.0,27.0,46.0,27.0,0.0,999.9,0,1,0,0,0,0
5,2014,03,28,2014-03-28,530,41.2,35.6,1023.4,8.9,13.7,20.0,27.0,48.0,34.0,0.0,999.9,0,1,0,0,0,0
1,2016,03,14,2016-03-14,640,43.8,33.8,1022.8,9.5,12.3,20.0,28.9,46.0,41.0,0.0,999.9,0,1,0,0,0,0
7,2017,03,12,2017-03-12,516,20.0,2.6,1021.2,10.0,16.1,20.0,29.9,26.1,15.1,0.0,999.9,0,0,0,0,0,0
1,2015,03,02,2015-03-02,650,33.4,27.2,1016.1,6.8,10.9,20.0,28.0,36.0,30.2,0.36,999.9,0,1,1,0,0,0
3,2017,03,29,2017-03-29,672,41.9,37.1,1013.6,8.3,14.4,20.0,28.0,48.0,37.0,0.43,999.9,0,1,0,0,0,0
3,2015,03,04,2015-03-04,574,36.1,33.8,1009.2,3.1,14.8,20.0,28.0,41.0,23.0,0.31,999.9,1,1,1,0,0,0
2,2013,03,05,2013-03-05,527,38.5,29.8,1009.5,9.9,14.9,21.0,27.0,43.0,35.1,0.0,999.9,0,1,0,0,0,0
3,2017,03,08,2017-03-08,609,45.9,42.6,1016.0,5.5,15.3,21.0,28.9,48.9,30.0,0.07,999.9,1,1,0,0,0,0
6,2015,03,07,2015-03-07,578,25.0,15.9,1023.3,9.9,10.9,21.0,28.9,33.1,12.0,0.0,999.9,0,0,0,0,0,0
3,2016,03,30,2016-03-30,650,43.4,24.8,1023.9,10.0,13.2,21.0,27.0,55.0,37.9,0.0,999.9,0,0,0,0,0,0
7,2015,03,15,2015-03-15,459,38.5,33.8,1002.5,7.0,12.3,21.0,28.9,46.0,30.9,1.16,999.9,0,1,1,0,0,0
4,2019,03,21,2019-03-21,624,40.7,32.6,1023.0,10.0,12.7,21.0,26.0,48.0,24.1,0.0,999.9,0,0,0,0,0,0
4,2013,03,28,2013-03-28,549,42.5,34.5,1011.7,9.9,12.5,21.0,25.1,50.0,37.9,0.02,999.9,0,1,0,0,0,0
6,2015,03,14,2015-03-14,507,38.7,33.3,1025.1,5.8,10.8,21.0,28.0,46.0,26.1,0.0,999.9,1,1,0,0,0,0
4,2013,03,21,2013-03-21,508,38.3,29.9,1006.7,9.8,10.9,21.0,27.0,45.0,28.0,0.0,999.9,0,0,0,0,0,0
3,2014,03,05,2014-03-05,491,29.5,18.3,1024.3,9.5,7.1,21.0,26.0,36.0,25.0,0.0,999.9,0,0,1,0,0,0
6,2016,03,26,2016-03-26,530,44.8,37.6,1022.2,9.3,15.1,21.0,28.9,55.9,36.0,0.9,999.9,1,1,0,0,0,0
1,2016,03,21,2016-03-21,617,37.4,32.0,1008.7,7.3,16.0,22.0,31.1,43.0,34.0,0.35,999.9,0,1,1,0,0,0
5,2017,03,10,2017-03-10,612,35.5,26.4,1012.1,5.8,12.1,22.0,28.9,52.0,30.0,0.0,999.9,1,0,1,0,0,0
6,2014,03,22,2014-03-22,493,38.1,27.9,1013.6,9.7,11.2,22.0,31.1,50.0,23.0,0.0,999.9,0,0,0,0,0,0
5,2018,03,09,2018-03-09,751,35.5,28.2,1004.0,9.6,12.0,22.0,29.9,44.1,30.0,0.01,999.9,1,0,1,0,0,0
4,2014,03,06,2014-03-06,558,26.3,14.0,1032.2,9.1,16.4,22.0,28.0,30.2,21.0,0.0,999.9,0,0,1,0,0,0
5,2014,03,21,2014-03-21,589,39.3,28.2,1010.6,9.6,14.0,22.0,28.0,44.1,35.1,0.0,999.9,0,0,0,0,0,0
7,2019,03,24,2019-03-24,466,39.1,23.6,1016.9,10.0,15.5,22.0,28.0,46.0,32.0,0.0,999.9,0,0,0,0,0,0
2,2016,03,22,2016-03-22,628,40.8,23.9,1015.9,10.0,16.0,22.0,28.0,45.0,35.1,0.01,999.9,0,0,0,0,0,0
1,2015,03,23,2015-03-23,586,27.2,1.4,1019.5,10.0,14.9,22.0,32.1,37.9,21.0,0.0,999.9,0,0,0,0,0,0
4,2015,03,12,2015-03-12,586,38.1,21.9,1020.9,10.0,14.1,22.9,31.1,48.0,33.1,0.25,999.9,0,0,0,0,0,0
4,2014,03,20,2014-03-20,627,41.7,37.6,1009.6,6.3,14.9,22.9,28.0,46.0,37.0,0.4,999.9,1,1,0,0,0,0
1,2018,03,26,2018-03-26,710,36.4,25.0,1036.0,10.0,19.4,22.9,34.0,45.0,32.0,0.01,999.9,0,0,0,0,0,0
7,2020,03,29,2020-03-29,146,44.8,41.2,1019.0,7.8,15.2,22.9,33.0,53.1,30.0,0.34,999.9,1,0,0,0,0,10000
6,2019,03,16,2019-03-16,550,46.9,38.6,1009.9,6.1,16.0,22.9,31.1,51.1,41.0,0.11,999.9,1,1,0,0,1,0
4,2022,03,31,2022-03-31,281,49.2,42.6,1013.2,8.3,14.6,22.9,32.1,57.9,32.0,0.0,999.9,0,0,0,0,0,0
2,2021,03,02,2021-03-02,268,26.1,8.7,1012.3,10.0,19.8,22.9,35.9,39.0,19.0,0.0,999.9,0,0,0,0,0,0
